######,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# title :garnet geochemistry of the Voirons nappe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# author : Jérémy Ragusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# date : 2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# description : garnet geochemistry (64-125 µm) from QEMScan (SEM-EDS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
######,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample,type,confidence,O,Mg,Al,Si,Ca,Cr,Ti,Mn,Fe,Zr,Os,Gd,Dy,Pr,Tm,Tb,Te,Sm,As,Hg,Sb,Cu,C,Ru,Cs,Eu,Co,Lu,La,Cd,Ce,Ga,Ba,Pt,Nd,Zn,V,Yb,I,Rh,Nb,P,Sc,Ge,Th,Y,Pd,U,In,Ni,Hf,Cl,Ir,Au,Se,Mo,Sn,Pr,F,Er,Re,Ho,Ag,Bi,Tl,Sr
JR330,Alm,"89,79","19,82","3,28","16,87","27,07","11,51",0,0,0,"35,51","2,32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR330,Alm,"90,39","20,23","6,42","20,11","26,42","11,47",0,0,"2,52","25,74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR330,Alm,"89,77","19,21","3,18","13,23","24,61","7,75",0,0,0,"39,53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,89",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR330,Alm-Prp,"90,05","25,7","4,12","13,38",24,0,0,0,"2,18","42,69",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR330,Alm-Prp,"90,97","23,23","5,15","18,08","29,82",0,0,0,0,"33,71",0,0,0,0,0,0,0,"3,75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR330,Alm-Prp,"90,43","23,12","5,59","17,24","26,12","4,09",0,0,0,"34,78",0,0,0,0,0,0,0,0,0,0,0,0,"2,88",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,63",0,0,0,0,0,"3,07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR330,Alm-Prp,"89,11","24,56","4,26","15,91","24,15",0,0,0,0,"42,86",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,54",0,0,0,0,0,0,0,0,0,0,0,0,0
JR330,Alm-Prp,"91,12","22,56","2,69","17,26","28,19",0,0,0,0,"37,68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,04",0,0,0,0
JR330,Alm-Prp,"90,17","25,12","2,99","14,34","28,98","2,3",0,0,0,"37,64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,18",0,0,0,0,"2,76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR330,Alm-Prp,"90,51","27,61","5,77","17,74","25,55",0,0,0,0,"37,75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR330,Alm-Prp,"90,18","23,12","4,95",16,"27,81","3,26",0,0,0,"35,89",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR330,Alm-Prp,"88,8","24,1","3,14","14,68","25,27",0,0,0,0,"39,89",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,79",0,0
JR330,Alm-Prp,"90,13","22,71","3,27","13,03","24,61",0,0,0,0,"43,47",0,0,0,0,0,0,0,0,0,0,0,0,"3,13",0,0,0,0,0,0,0,"2,15",0,0,0,0,"3,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR330,Alm-Prp-Grs,"89,55","17,6","5,16","17,36","28,49","16,63",0,0,0,"24,09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR330,Alm-Prp-Grs,"91,35","22,08","8,74","19,2","31,46","12,94",0,0,0,"17,5",0,0,0,0,0,0,0,0,0,0,0,"3,96",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR330,Alm-Prp-Grs,"90,61","20,2","7,49","17,07","28,84","14,85",0,0,0,"16,19",0,0,0,"5,49",0,0,0,0,0,0,0,0,0,"3,74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,21",0,0,0
JR330,Alm-Prp-Grs,"89,98","22,01","7,44",17,"28,33","14,64",0,0,0,"21,98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR330,Alm-Prp-Grs,"91,65","16,88","7,49","16,21","30,87","14,38",0,0,0,"24,14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,22",0,0,0,0,0,0,0,0,0,0,0,"2,59",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR330,Alm-Prp-Grs,"89,98","21,82","6,63","16,95","30,2","12,47",0,0,0,"22,85",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,76",0,0,0,0,0,0,0,0,0,0,0,0
JR330,Alm-Prp-Grs,"90,1","20,49","8,31","18,76","29,13","18,09",0,0,"2,01","19,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR330,Alm-Prp-Grs,"89,69","18,81","5,14","17,55","29,4","16,72",0,0,0,"23,05",0,0,0,0,0,0,"8,43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR330,Alm-Prp-Grs,"89,91","16,83","6,38","16,32","31,38","15,81",0,0,0,"24,33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR330,Alm-Prp-Grs,90,"24,74","8,32","18,14","26,56","10,81",0,0,0,"23,73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,49",0,0,0,0,0,0,0,0,0
JR330,Alm-Sps,"90,13","19,3",0,"17,54","24,35",0,0,0,"9,4","31,55",0,"4,25",0,0,0,0,"3,77",0,0,0,0,0,0,0,0,0,"5,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR330,Alm-Sps,"86,62","21,13","2,93","12,27","26,31",0,0,0,"9,26","31,96",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,"5,75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR330,Alm-Sps,"90,42","22,44",0,"13,77","25,06","2,69",0,0,"12,56","35,38",0,0,0,0,0,0,"5,91",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR330,Alm-Sps,"90,12","20,47","3,12","14,52","30,21",0,0,0,"8,54","32,34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR330,Alm-Sps,"90,7","22,02",0,"15,72","26,91","5,63",0,0,"14,53","27,04",0,0,0,0,0,0,"5,55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,11",0,0,0,0,0,0,0,0,0
JR330,Alm-Sps,"88,35","20,45",0,11,26,"8,21",0,0,"15,16","26,88",0,0,0,"11,16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR330,Alm-Sps,"90,88","23,22",0,"12,88","29,6",0,0,0,9,"34,46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR330,Alm-Sps,"88,75","21,79",0,"11,32","27,88","2,11",0,0,"15,7","30,53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,54",0,0,0,0,0,0
JR330,Alm-Sps,"89,52","23,95",0,"16,8","22,42",0,0,0,"15,15","31,55",0,0,0,0,0,0,"8,51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR330,Alm-Sps,"89,14","19,85",0,"14,17","29,11",0,0,0,"7,9","29,88",0,0,"5,77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,75",0,0,0,0,0,"2,36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
JR330,Garnet,"89,99","16,78","3,5","18,03","23,82","2,44",0,0,"31,4","6,04",0,0,0,"5,31",0,0,0,"3,84",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR330,Garnet,"87,77","19,14",0,"14,68","23,63",0,0,0,"31,42","17,49",0,0,0,0,0,"3,1",0,0,0,"3,43",0,"2,61",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR330,Garnet,"89,64","14,56",0,"19,31","24,7","15,61",0,0,"13,79","23,24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR330,Garnet,"87,57","23,26",0,"13,79","25,35",0,0,0,"21,91","17,07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,52",0,"2,68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR330,Garnet,"88,05","22,29",0,"13,43","25,82","21,11",0,0,0,"24,86",0,0,0,0,0,0,"5,39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR330,Garnet,"90,17","18,66",0,"14,83","28,83","2,71",0,0,"23,82","22,33",0,0,0,"5,89",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR330,Garnet,"89,99","17,34",0,"16,43","27,09","13,48",0,0,"10,28","23,66",0,0,0,"5,75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,08",0
JR330,Garnet,"89,36","17,54",0,"17,49","25,84","17,44",0,0,"9,63","22,33",0,0,"4,08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR330,Garnet,"90,37","20,69",0,"13,9","27,01","8,06",0,0,"29,79","16,86",0,0,0,0,0,0,"4,86",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR330,Garnet,"87,42","19,45",0,"14,26","24,11","5,16",0,0,"25,57","13,55",0,0,0,0,0,0,0,0,0,0,0,"4,58",0,0,0,0,0,0,"5,12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR20,Alm,"88,24","13,89",0,"12,52","23,39","10,19",0,0,"2,87","43,96",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,02",0,0,0,"4,86",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR20,Alm,"90,08","16,73",0,"16,23","29,21","6,41",0,0,"2,52","38,54",0,"3,84",0,0,0,0,"4,75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR20,Alm,"89,06","18,99",0,"18,12","27,56","4,22",0,0,0,"38,41",0,0,0,"15,94",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR20,Alm,"89,64","22,71",0,"13,15","31,72","6,02",0,0,0,"36,12",0,0,0,"5,66",0,0,0,0,0,0,0,0,"2,18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR20,Alm,"90,34","21,26",0,"14,38","28,85","4,92",0,0,0,"44,72",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR20,Alm,"91,17","18,95","2,16","14,72","30,27","5,48",0,0,0,"32,33",0,0,0,"9,26",0,0,0,0,0,0,0,0,0,"4,19",0,0,0,0,0,"2,18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR20,Alm,"90,35","19,76","2,82","14,23","28,81","14,25",0,0,0,"25,09",0,0,0,0,"3,14","2,48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR20,Alm,"89,12","21,78",0,"13,35","26,5","3,3",0,0,"3,46","37,8",0,0,0,"10,43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR20,Alm,"89,22","19,39","3,12","14,73","27,59","11,02",0,0,"2,51","36,63",0,0,0,0,0,0,0,0,0,0,0,0,"2,29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR20,Alm,"89,26","18,92",0,"12,74","28,6","2,52",0,0,"2,39","46,89",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR20,Grs,"91,92","9,03",0,"16,62","31,58","47,23",0,0,0,"3,34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR20,Grs,"92,78","8,43",0,"16,64","29,89","46,89",0,0,0,"4,34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,61",0,0,0,0,0,"2,65",0,0,0,0,0,0,0,0,0,0,0,"2,56",0,0,0,0,0,0,0,0,0,0,0,0,0
JR20,Grs,94,"11,16",0,"17,42","26,77","50,97",0,0,0,"3,39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR20,Grs,"94,32","11,88",0,"12,21","27,88","51,93",0,0,"2,12","4,44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR20,Grs,"93,19","8,96",0,"13,48","29,92","53,35",0,0,0,"6,21",0,0,0,0,0,0,0,0,0,0,0,0,"4,1",0,"2,16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR20,Grs,"94,23","5,41",0,"18,33","26,5","52,11",0,0,0,"6,16",0,0,0,0,"7,92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,86",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR20,Grs,"93,71","8,06",0,18,"29,06","54,55","2,28",0,0,"6,24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR20,Grs,"92,69","11,58",0,"14,55","25,74","49,96",0,0,0,"5,53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR20,Grs,"93,91","9,35",0,"14,22",29,"56,28",0,0,0,"3,72",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR20,Grs,"93,83","9,02",0,"18,04","31,05","52,11",0,0,0,"5,51",0,0,0,0,0,0,0,0,0,0,0,0,"2,11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR20,Alm-Prp,"88,72","27,58","7,4","16,53",21,"3,49",0,0,0,"40,79",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR20,Alm-Prp,"89,72","21,25","3,49","13,99","26,36","2,76",0,0,"2,2","43,89",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,09",0,0,0,0,0,"2,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR20,Alm-Prp,"88,92","30,07","5,06","13,29","20,74",0,0,0,0,"43,71",0,0,0,"14,44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR20,Alm-Prp,"89,91","23,48","7,06","20,74","25,36",0,0,0,0,"30,85",0,"3,09",0,"5,73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR20,Alm-Prp,"89,74","32,05","6,74","18,67","22,34",0,0,0,0,"37,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR20,Alm-Prp,88,"21,67","3,77","15,14","22,43",0,0,"2,72",0,42,0,0,0,0,0,0,0,"3,54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,84",0,0,0
JR20,Alm-Prp,"89,88","28,95","7,16","13,91","23,75",0,0,0,0,"47,46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR20,Alm-Prp,"88,65","30,54","7,81","12,96","24,24",0,0,"2,3",0,"33,15",0,0,0,"12,84",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR20,Alm-Prp,"88,59","26,26","5,32","13,86","23,7",0,0,"2,52",0,"44,66",0,0,0,"10,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR20,Alm-Prp,"89,95","27,26","5,14","15,26","24,19",0,0,0,0,"35,68",0,0,0,"5,07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR20,Alm-Prp-Grs,"90,39","14,5","8,16","17,54","30,87","13,29",0,"2,57",0,"21,35","2,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,29",0,0,0,0,0,0,0,0,0,0,0,0,"2,98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR20,Alm-Prp-Grs,"88,5","21,35","5,77","17,99","27,47","16,59",0,0,0,"18,53",0,0,0,"8,78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,41",0,0,0
JR20,Alm-Prp-Grs,"90,95","16,32","9,46","18,49","29,54","16,44",0,0,0,"20,66",0,0,0,"5,82",0,0,0,0,0,"2,45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR20,Alm-Prp-Grs,"89,85","18,7","6,32","20,29","31,75","16,16",0,0,0,"18,19",0,0,0,0,0,"6,75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR20,Alm-Prp-Grs,"89,61","20,18","6,76","20,22","28,61","16,26",0,0,0,"23,56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR20,Alm-Prp-Grs,"90,66","24,18","6,79","16,18","29,79","17,61",0,0,0,"21,63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR20,Alm-Prp-Grs,"89,32","17,14","6,07","17,36","28,57","17,56",0,0,0,"23,09",0,0,0,"9,97",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
