######,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# title :garnet geochemistry of the Voirons nappe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# author : Jérémy Ragusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# date : 2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# description : garnet geochemistry (64-125 µm) from QEMScan (SEM-EDS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
######,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample,type,confidence,O,Mg,Al,Si,Ca,Cr,Ti,Mn,Fe,Zr,Os,Gd,Dy,Pr,Tm,Tb,Te,Sm,As,Hg,Sb,Cu,C,Ru,Cs,Eu,Co,Lu,La,Cd,Ce,Ga,Ba,Pt,Nd,Zn,V,Yb,I,Rh,Nb,P,Sc,Ge,Th,Y,Pd,U,In,Ni,Hf,Cl,Ir,Au,Se,Mo,Sn,Pr,F,Er,Re,Ho,Ag,Bi,Tl,Sr
JR275,Alm,"91,08",22,0,"14,39","29,84",0,0,0,0,"43,82",0,0,0,0,0,0,0,0,0,0,0,"4,12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR275,Alm,"89,75","18,86",0,"16,39","24,81","6,51",0,0,0,"37,28",0,0,0,"4,18",0,0,0,0,0,0,0,0,0,0,0,"2,41","3,66",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR275,Alm-Prp,"90,59","28,56","3,77","15,07","22,56","2,76",0,0,0,"42,87",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR275,Alm-Prp,"89,96",22,"3,26","15,51","24,93",0,0,0,0,"46,22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,84",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR275,Alm-Prp,"90,12","20,93","4,46","12,57","28,84","3,39",0,0,0,"38,77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR275,Alm-Prp,"90,45","28,35","3,3","13,36","25,23","3,87",0,0,0,"40,42",0,0,0,0,0,0,0,0,0,0,0,0,0,"2,03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR275,Alm-Prp,"90,27","17,24","3,33","14,16","26,28",0,0,0,0,"38,16",0,0,0,0,0,0,"4,92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,84",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR275,Alm-Prp,"90,25","26,3","4,37","12,72","27,84",0,0,0,0,"39,65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR275,Alm-Prp,"90,4","25,41","2,59","16,53","23,12",0,0,0,0,"44,6",0,0,0,0,0,0,"4,73","2,42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR275,Alm-Prp,"91,25","25,59","5,4","12,72","27,09",0,0,0,0,"40,05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR275,Alm-Prp,"90,9","20,67","5,92","15,04","26,91",0,0,0,0,"41,75",0,0,0,0,0,0,0,0,0,0,0,"3,69",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR275,Alm-Prp,"90,55","26,66","2,29","16,67","28,98",0,0,0,0,"39,76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR275,Alm-Sps,"90,73","23,11",0,"16,43","33,3",0,0,0,"10,53","28,18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR275,Alm-Sps,"89,53","14,11",0,"16,4","28,46","8,92",0,0,"12,41","28,41",0,0,0,0,0,"5,13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR275,Alm-Sps,"89,04","20,21",0,"16,56","25,81","4,35",0,0,"14,85","34,78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR275,Alm-Sps,"89,29","18,49",0,"12,9","27,11","12,19",0,0,"11,22","25,61",0,0,0,0,0,0,"6,89",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR275,Alm-Sps,"89,25","24,67","2,19","13,39","25,24","2,04",0,0,"12,47","34,91",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR275,Alm-Sps,"89,42","17,25",0,"16,38","24,1","4,37",0,0,"16,06","34,61",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,05",0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR275,Alm-Sps,"89,27","28,04",0,"16,12","25,18",0,0,0,"9,27","32,56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR275,Alm-Sps,"87,9","23,11",0,"15,81","25,1","3,56",0,0,"9,8","34,23",0,0,0,0,0,0,0,"3,48",0,0,0,0,0,0,0,0,"5,77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR275,Alm-Sps,"90,02","24,95",0,"12,56","29,41","3,39",0,0,"10,93","34,97",0,0,0,0,0,0,0,0,0,0,0,0,0,"2,03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR275,Alm-Sps,"88,31","17,16",0,"14,56","30,04","4,6",0,0,"11,68","24,09",0,0,0,0,0,0,"14,15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR275,Garnet,"89,58","16,42",0,"14,84","22,11",0,0,0,"20,59","33,19",0,0,0,"3,93",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR275,Garnet,"89,41","18,1",0,18,"27,9",0,0,0,"19,15","19,29",0,0,0,0,0,"4,47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR275,Garnet,"90,71","19,28",0,"11,82","27,79","2,62",0,0,"29,8","18,04",0,0,0,0,0,0,0,0,0,0,0,0,"2,6",0,0,0,"9,09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR275,Garnet,"89,09","20,35",0,"14,62","23,57","3,07",0,0,"18,88","29,35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR275,Garnet,"88,59","20,93",0,"16,22","24,05","4,58",0,0,"24,97","20,45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR275,Garnet,"89,48","19,81",0,"16,51","29,17","5,34",0,0,"17,18","14,75",0,0,0,"10,37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR275,Garnet,"88,37","22,13",0,"13,08","27,65","9,82",0,0,"19,23","24,06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR275,Garnet,"89,45","12,96","8,56","13,03","32,74","3,38",0,0,"9,16","15,67",0,0,"6,51",0,0,0,0,"3,33",0,0,"3,49",0,0,0,0,0,0,0,0,0,"2,1",0,0,0,0,0,0,0,"3,35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR75,Alm,"89,96","17,77",0,"13,11","27,56","12,21",0,0,0,"35,19","2,38",0,0,0,0,0,0,0,0,0,0,0,0,"2,09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR75,Alm,"89,22","21,11","2,97","13,56","26,97","5,31",0,0,0,"36,6",0,0,0,0,0,0,0,"3,24","3,49",0,0,0,"2,53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR75,Alm,"89,8","16,69",0,"17,68","28,58","12,13",0,0,0,"31,07",0,0,0,"6,37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR75,Alm,"89,58","21,78",0,"13,77","22,6","5,3",0,0,0,"46,06",0,0,0,0,0,0,0,0,0,0,0,"4,62",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR75,Alm,"89,3","23,49",0,"14,31","28,96","6,68",0,0,0,"36,77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR75,Alm,"90,31","18,14",0,"14,16","28,25","8,04",0,0,0,"39,41",0,0,0,"8,18",0,0,0,0,0,0,0,0,0,0,0,0,"5,07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR75,Alm,"89,87","17,49",0,"16,24","24,65","10,94",0,0,"2,75","38,29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,16",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR75,Alm,"90,6","24,29",0,"12,94","28,25","2,97",0,0,0,"37,17",0,0,0,0,0,0,0,"8,68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,97",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR75,Alm,"90,49","18,51","4,77","18,04","28,56","10,79",0,0,0,"27,15",0,0,0,0,0,0,0,0,0,"3,13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR75,Alm,"90,9","20,84","6,28","16,74","25,43","7,86",0,0,0,"32,64",0,0,0,0,0,0,0,0,0,0,0,0,"2,34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR75,Alm-Prp,"90,17","20,27","4,37","18,31","23,59",0,0,0,0,"46,19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR75,Alm-Prp,"89,59","28,16","3,74","14,09","24,6","3,39",0,0,0,"41,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR75,Alm-Prp,"91,28","23,44","3,79","19,49","24,93","3,27",0,0,0,"39,23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,81",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR75,Alm-Prp,"91,32","23,92","9,39","15,78","29,92",0,0,0,0,"41,55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR75,Alm-Prp,"90,86","21,82","3,95","16,04","26,49",0,0,0,0,"35,54",0,0,0,0,0,0,"3,91",0,0,0,0,0,"2,51",0,0,0,"4,24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR75,Alm-Prp,"90,57","24,75","3,35","16,04","27,46",0,0,0,"3,35","34,68",0,0,0,0,0,0,0,"3,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR75,Alm-Prp,"90,06","27,79","6,63","18,15","26,26","2,85",0,0,0,"31,82",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR75,Alm-Prp,"90,63","30,19","4,09","17,21","25,6",0,0,0,0,"36,33",0,0,0,0,0,0,0,"3,51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR75,Alm-Prp,"90,01","26,61","4,05","14,67","27,16","2,89",0,0,0,"37,18",0,0,0,0,0,0,0,0,0,"2,42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR75,Alm-Prp,"90,34","22,25","4,05","17,13",29,"3,55",0,0,0,"34,34",0,0,0,"4,93",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR75,Alm-Prp-Grs,"90,83","19,29","7,49","20,42","29,44","17,58",0,0,0,"19,11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR75,Alm-Prp-Grs,"90,44","28,63","10,07","16,77","28,92","12,91",0,0,0,"12,14",0,0,0,0,0,0,0,0,0,0,0,0,0,"6,31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR75,Alm-Prp-Grs,"90,6","19,56","7,04","16,01","28,72","18,16",0,0,0,"21,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR75,Alm-Prp-Grs,"90,51","17,82","4,16","14,83","30,66","15,04",0,0,0,"21,43",0,0,0,"4,59",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,21",0,"2,24",0,0,0,0,0,0,"3,31",0,0,0,0,0,0,0,0,0,0,0,0,0
JR75,Alm-Sps,"89,76","20,64","2,01","15,26","27,78",0,0,0,"12,93","27,42",0,0,0,0,0,0,0,"4,05",0,0,0,"3,28",0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,93",0,0,0,0,0,0,0,0,0,0,0,0
JR75,Alm-Sps,89,"24,41",0,"13,77","26,53",0,0,0,"15,87","24,48",0,0,0,"9,61",0,0,0,0,0,0,0,0,0,0,0,0,"3,67",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR75,Alm-Sps,"90,66","18,77",0,"14,18","29,82","8,12",0,0,"7,24","29,12",0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,"5,71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR75,Alm-Sps,"91,36","22,33",0,"12,67","30,66","2,43",0,0,"8,4","27,95",0,0,0,0,0,0,"4,5",0,0,0,0,0,0,0,0,0,"5,93",0,"4,68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR75,Alm-Sps,"90,21","31,39",0,"12,03","27,14",0,0,0,"8,05","27,92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,82",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR75,Alm-Sps,"89,51","23,4",0,"17,02","23,7","2,1",0,0,"12,86","35,07",0,0,0,0,0,0,0,"2,42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,36",0,0,0,0,0,0,0,0,0,0,0
JR75,Alm-Sps,"89,3","19,89",0,"17,6","22,84","5,18",0,0,"12,71","30,33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR75,Alm-Sps,"89,42","21,43",0,"15,66","29,16","2,14",0,0,"7,97","30,93",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR75,Alm-Sps,"88,89","24,84",0,"16,22","26,01",0,0,0,"14,09","37,25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR75,Alm-Sps,"89,18","19,65",0,"14,34","24,14",0,"5,12",0,"9,38","28,51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,58",0,0,0,"3,65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR75,Garnet,"90,16","20,6",0,"14,76","24,03","3,96",0,0,"28,07","18,84",0,0,0,0,0,0,"5,63","3,25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR75,Garnet,"89,63","22,65",0,"11,72","25,63",0,0,0,"26,64","25,76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,36",0,0,0,0,0,0,0,0,0,0,0
JR75,Garnet,"90,43","18,83",0,"20,87","26,85","6,88",0,0,"23,23","11,91",0,0,0,0,0,0,0,"3,83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR75,Garnet,"90,03","20,4",0,"16,04","25,49","3,87",0,0,27,"25,15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR75,Garnet,"89,84","23,92",0,"2,47","19,74","29,72",0,0,"16,85","8,57",0,0,0,0,0,0,0,0,0,0,0,"5,18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR75,Garnet,"88,16","14,42",0,"15,08","27,79","5,41",0,0,"27,49","20,21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR75,Garnet,"89,1","20,93",0,"19,25","23,41","10,27",0,0,"21,8","12,24",0,0,"7,81",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR75,Garnet,"89,1","20,75","2,98","14,44","28,42","3,28",0,0,"19,48","18,7",0,0,0,"6,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR352,Alm,"89,78","19,81","2,88","15,38","27,68","8,77",0,0,"2,7","36,43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR352,Alm,"90,36","21,35",0,"16,35","27,57","10,3",0,0,0,"34,49",0,0,0,0,0,0,0,0,0,"3,72",0,0,0,0,0,0,0,0,"3,95",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR352,Alm,"89,87","17,9","5,28","14,48","29,54","8,77",0,0,0,"30,64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,53",0,0,0,0,0,0,0,0,0,0
JR352,Alm,"89,42","19,36","3,96","15,45","30,68","10,31",0,0,0,"31,52",0,0,0,0,0,"2,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR352,Alm,"89,88","26,73",0,"14,21","25,06",0,0,0,"3,58","44,5",0,0,0,0,0,"3,82",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR352,Alm,"89,62","20,5","5,09","15,61","26,33","6,31",0,0,0,"29,56",0,0,0,"6,66",0,0,0,0,0,0,0,0,0,0,"3,23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR352,Alm,"90,05","24,39",0,"15,6","22,07",0,0,0,"3,92","40,12",0,"4,41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR352,Alm,"90,36","17,25",0,"19,09","28,11","7,01",0,0,0,"31,3",0,0,0,"11,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
